symbol,shortName,sector,industry,marketCap,currentPrice,trailingPE,priceToBook,returnOnEquity,debtToEquity,earningsGrowth,revenueGrowth,profitMargins,dividendYield,status,error
CEWATER.NS,CONCORD ENVIRO SYSTEMS L,Utilities,Utilities - Regulated Water,5711125504.0,275.95,25.06358,0.9991166,0.04125,29.281,-0.7,-0.005,0.03542,,ok,
CGCL.NS,CAPRI GLOBAL CAPITAL LTD,Financial Services,Credit Services,221535961088.0,230.25,19.381313,3.0815866,,334.728,1.02,0.858,0.34958,0.08,ok,
CERA.NS,CERA SANITARYWARE LTD,Industrials,Building Products & Equipment,78169341952.0,6062.0,38.340397,5.310254,0.14467,3.172,-0.097,0.128,0.09952,1.19,ok,
CGPOWER.NS,CG POWER AND IND SOL LTD,Industrials,Electrical Equipment & Parts,1384628879360.0,879.0,110.28858,17.368452,,1.446,0.163,0.14,0.0975,0.15,ok,
CHALET.NS,CHALET HOTELS LIMITED,Consumer Cyclical,Lodging,188269248512.0,859.7,35.701828,5.0874643,,64.041,-0.576,-0.427,0.2212,0.23,ok,
CHAMBLFERT.NS,CHAMBAL FERTILIZERS LTD,Basic Materials,Agricultural Inputs,180573995008.0,450.7,9.368114,1.7327485,,10.274,-0.046,-0.118,0.09581,2.61,ok,
CHEMBOND.NS,CHEMBOND MATERIALTECH LTD,Basic Materials,Specialty Chemicals,2381153792.0,177.06,16.394444,1.4263388,,2.49,0.435,0.256,0.05523,1.12,ok,
CHEMBONDCH.NS,CHEMBOND CHEMICAL LIMITED,Basic Materials,Specialty Chemicals,6385784832.0,237.42,16.707952,3.0850995,0.19914,,0.521,0.323,0.11007,0.54,ok,
CHEMCON.NS,CHEMCON SPECIAL CHEM LTD,Basic Materials,Specialty Chemicals,6961664512.0,190.05,29.556767,1.4403728,,10.998,0.716,0.312,0.111379996,6.75,ok,
CHEMFAB.NS,CHEMFAB ALKALIS LIMITED,Basic Materials,Specialty Chemicals,5303896064.0,369.0,,1.4009696,,33.498,1.249,-0.201,-0.00083,0.34,ok,
CHEMPLASTS.NS,CHEMPLAST SANMAR LIMITED,Basic Materials,Chemicals,29030498304.0,183.61,,1.6545019,-0.14641,111.239,,0.091,-0.06626,,ok,
CHENNPETRO.NS,CHENNAI PETROLEUM CORP LT,Energy,Oil & Gas Refining & Marketing,189921591296.0,1275.4,4.550125,1.70964,,17.68,,0.848,0.054780003,4.8,ok,
CHEVIOT.NS,CHEVIOT COMPANY LIMITED,Consumer Cyclical,Textile Manufacturing,6809289216.0,1165.6,13.6503105,0.96469223,,1.216,0.578,0.728,0.11073,2.12,ok,
CHOICEIN.NS,CHOICE INTERNATIONAL LTD,Financial Services,Capital Markets,187388461056.0,841.15,74.76889,9.950316,0.16240999,49.768,0.127,0.218,0.20622998,,ok,
CHOLAHLDNG.NS,CHOLAMANDALAM FIN HOL LTD,Financial Services,Credit Services,305701683200.0,1628.0,12.18107,1.9781216,0.18035,623.156,0.12,0.168,0.115030006,0.08,ok,
CHOLAFIN.NS,CHOLAMANDALAM IN & FIN CO,Financial Services,Credit Services,1593759105024.0,1866.2,27.561659,5.2204757,,695.283,0.456,0.346,0.40549,0.07,ok,
CIEINDIA.NS,CIE AUTOMOTIVE INDIA LTD,Consumer Cyclical,Auto Parts,155728248832.0,410.5,17.5803,2.011259,,6.63,0.158,0.106,0.05728,1.71,ok,
CIFL.NS,CAPITAL INDIA FINANCE LTD,Financial Services,Credit Services,8556311040.0,21.88,21.88,1.2710583,0.04757,139.224,,-0.07,0.07361,0.09,ok,
CINELINE.NS,CINELINE INDIA LIMITED,Communication Services,Entertainment,3112420096.0,90.83,25.160666,2.004502,,77.936,,0.309,0.04932,,ok,
CINEVISTA.NS,CINEVISTA LIMITED,Communication Services,Entertainment,844316160.0,14.7,13.867925,1.4911747,0.113859996,27.129,,-0.364,0.25441998,,ok,
CIPLA.NS,CIPLA LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1182535516160.0,1463.8,34.654354,3.4341109,,1.778,-0.392,0.035,0.12009,0.88,ok,
CLCIND.NS,CLC INDUSTRIES LIMITED,Consumer Cyclical,Textile Manufacturing,5865729.0,56.43,,47.660473,-1.55704,5595.876,,-0.134,-0.02214,,ok,
CLEAN.NS,CLEAN SCIENCE & TECH LTD,Basic Materials,Specialty Chemicals,84510547968.0,795.15,36.29165,5.3386917,,0.135,0.047,0.105,0.23719,0.78,ok,
CLEANMAX.NS,CLEAN MAX ENVIRO EN SOL L,Utilities,Utilities - Renewable,155243577344.0,1323.8,98.49703,2.978781,,229.641,,1.092,0.06695,,ok,
CLEDUCATE.NS,CL EDUCATE LIMITED,Consumer Defensive,Education & Training Services,3182946560.0,58.7,,1.2435651,,108.961,,-0.093,-0.04442,,ok,
CMLL.NS,CALIBER MINING AND LOG L,Energy,Thermal Coal,39189516288.0,599.45,23.978,4.9604044,,252.749,,,0.093669996,,ok,
CLSEL.NS,CHAMAN LAL SETIA EXP LTD,Consumer Defensive,Packaged Foods,13828695040.0,278.1,12.044175,1.6487817,0.14608,9.87,0.559,0.165,0.079730004,0.85,ok,
CMPDI.NS,CENTRAL MINE P N D INST L,Basic Materials,Other Industrial Metals & Mining,,250.14,27.248365,7.823721,,0.064,0.539,0.176,0.27375,0.43,ok,
CMRGREEN.NS,CMR GREEN TECHNOLOGIES L,Basic Materials,Aluminum,,225.6,33.975906,3.2223969,0.14072,82.682,1.419,0.454,0.02458,,ok,
CNL.NS,CREATIVE NEWTECH LIMITED,Technology,Electronics & Computer Distribution,16771373056.0,1116.85,28.238937,5.087367,,83.725,0.39,0.208,0.02647,0.05,ok,
CMSINFO.NS,CMS INFO SYSTEMS LIMITED,Industrials,Specialty Business Services,43721318400.0,273.15,14.756887,1.8458201,0.12913,9.102,-0.19,0.022,0.12198,2.01,ok,
COALINDIA.NS,COAL INDIA LTD,Energy,Thermal Coal,2559073058816.0,415.25,8.209766,2.1484375,,11.629,0.014,0.451,0.18138,5.05,ok,
COASTCORP.NS,COASTAL CORPORATION LTD,Consumer Defensive,Packaged Foods,2902123520.0,43.33,11.493369,1.0214763,,169.519,1.011,0.382,0.0312,0.62,ok,
COCHINSHIP.NS,COCHIN SHIPYARD LIMITED,Industrials,Aerospace & Defense,399803842560.0,1519.7,53.39775,6.807441,0.12517,28.466,-0.037,-0.156,0.14272,0.89,ok,
COCKERILL.NS,JOHN COCKERILL INDIA LTD.,Industrials,Metal Fabrication,,9635.5,231.45567,22.451475,,2.531,,3.508,0.042779997,0.07,ok,
COFFEEDAY.NS,COFFEE DAY ENTERPRISE LTD,Consumer Cyclical,Restaurants,6844555776.0,32.4,3.3714883,0.28989658,0.06887,208.431,,-0.143,0.18200001,,ok,
COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,170542759936.0,445.75,95.24573,4.368642,,9.928,,-0.209,0.049650002,,ok,
COLPAL.NS,COLGATE PALMOLIVE LTD.,Consumer Defensive,Household & Personal Products,552130838528.0,2030.0,41.018387,34.854572,,2.993,0.07,0.118,0.21722999,2.37,ok,
COFORGE.NS,COFORGE LIMITED,Technology,Information Technology Services,786218876928.0,1776.0,36.43077,6.254336,,7.518,0.634,0.499,0.0964,0.9,ok,
COMPINFO.NS,COMPUAGE INFOCOM LTD,Technology,Electronics & Computer Distribution,97796256.0,1.12,,-0.032438383,,292.783,,-0.698,0.0,,ok,
COMFINTE.NS,COMFORT INTECH LTD.,,,,6.61,,1.1588359,-0.01569,10.439,,-0.193,-0.021879999,,ok,
COMPUSOFT.NS,COMPUCOM SOFTWARE LTD,Consumer Defensive,Education & Training Services,1039704960.0,13.14,36.5,0.7171315,,34.173,0.019,-0.081,0.08683,1.91,ok,
COMSYN.NS,COMMERCIAL SYN BAGS LTD,Consumer Cyclical,Packaging & Containers,9069462528.0,224.83,35.858055,5.0525866,0.16072,72.4,-0.214,0.028,0.06802,0.19,ok,
CONCOR.NS,CONTAINER CORP OF IND LTD,Industrials,Railroads,384769392640.0,505.2,30.842493,2.9729538,,7.39,0.001,0.003,0.13670999,1.25,ok,
CONCORDBIO.NS,CONCORD BIOTECH LIMITED,Healthcare,Biotechnology,142801125376.0,1365.0,46.92334,7.079655,,0.115,0.328,0.262,0.24844,0.55,ok,
CONFIPET.NS,CONFIDENCE PETRO IND LTD.,Energy,Oil & Gas Refining & Marketing,27004553216.0,81.28,29.028572,1.9110316,0.06458,49.394,0.374,0.315,0.01974,0.13,ok,
CONSOFINVT.NS,CONSO. FIN. & HOLD. LTD.,Financial Services,Capital Markets,9576685568.0,296.25,15.137966,0.8259567,0.04948,,-0.4,-0.352,0.86767995,0.39,ok,
CONTROLPR.NS,CONTROL PRINT LIMITED,Industrials,Business Equipment & Supplies,9263847424.0,579.2,23.75718,2.0456672,,1.51,-0.542,0.038,0.08011,1.78,ok,
CORDELIA.NS,WATERWAYS LEISURE TOUR L,Industrials,Marine Shipping,60894670848.0,841.15,114.28669,68.33063,,146.839,-0.345,0.078,0.06764,,ok,
CORALFINAC.NS,CORAL INDIA FIN & HOUS LT,Real Estate,Real Estate Services,1322718976.0,32.82,8.942779,0.63634247,0.0691,,0.147,-0.007,0.96037,1.19,ok,
CORDSCABLE.NS,CORDS CABLE INDUS LTD.,Industrials,Electrical Equipment & Parts,2826400512.0,218.63,13.7676325,1.4045266,0.10746,55.403,0.844,0.144,0.02164,0.45,ok,
COROMANDEL.NS,COROMANDEL INTERNTL. LTD,Basic Materials,Agricultural Inputs,609401896960.0,2069.3,33.284546,4.852716,,11.469,-0.246,0.159,0.05619,0.53,ok,
CORONA.NS,CORONA REMEDIES LIMITED,Healthcare,Drug Manufacturers - General,,2058.8,63.308735,16.85938,,22.072,0.301,0.219,0.13456,0.49,ok,
COUNCODOS.NS,COUNTRY CONDO S LIMITED,Real Estate,Real Estate - Development,480327264.0,6.19,77.375,2.1582985,0.02339,,1.02,0.405,0.03398,,ok,
COSMOFIRST.NS,COSMO FIRST LIMITED,Consumer Cyclical,Packaging & Containers,23167653888.0,892.5,14.947246,1.4491884,0.10119,103.944,0.362,0.368,0.04287,0.44,ok,
CPCAP.NS,CP CAPITAL LIMITED,Financial Services,Credit Services,2113450496.0,116.13,4.9628205,0.36895362,0.07613,13.476,,,0.55662996,5.25,ok,
CPEDU.NS,CAREER POINT EDUTECH LTD,Consumer Defensive,Education & Training Services,3858540544.0,212.09,16.805864,,,,,,0.0,2.35,ok,
CPL.NS,CAPTAIN POLYPLAST LIMITED,Industrials,Farm & Heavy Construction Machinery,,71.3,15.333334,2.2172465,0.16303,46.569,0.908,0.803,0.06657,,ok,
CPPLUS.NS,ADITYA INFOTECH LIMITED,Industrials,Building Products & Equipment,437072101376.0,3708.7,112.69219,23.277138,0.25425,9.604,2.077,0.455,0.08718,0.04,ok,
CRAFTSMAN.NS,CRAFTSMAN AUTOMATION LTD,Consumer Cyclical,Auto Parts,274176917504.0,10483.0,54.147724,7.6615663,,111.011,1.163,0.363,0.053340003,0.11,ok,
CRAMC.NS,CANARA ROBECO AMC LIMITED,Financial Services,Asset Management,52267307008.0,262.1,23.914234,7.0080214,,2.358,0.24,0.202,0.45586,1.52,ok,
CREDITACC.NS,CREDITACCESS GRAMEEN LTD,Financial Services,Credit Services,244074676224.0,1523.6,20.22299,3.1123033,0.16364999,302.872,7.197,1.495,0.39812002,,ok,
CREATIVEYE.NS,CREATIVE EYE LIMITED,Communication Services,Entertainment,125765224.0,6.27,,0.83156496,-0.2983,45.361,,-0.648,0.0,,ok,
CREST.NS,CREST VENTURES LIMITED,Financial Services,Financial Conglomerates,10656574464.0,377.0,22.917933,0.8153255,0.03751,15.374,-0.109,-0.343,0.29413,0.26,ok,
CRISIL.NS,CRISIL LTD,Financial Services,Financial Data & Stock Exchanges,336909991936.0,4607.0,38.05865,10.298539,0.29052,10.23,0.262,0.276,0.21434,0.88,ok,
CROMPTON.NS,CROMPT GREA CON ELEC LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",160946520064.0,249.95,,5.4257927,,5.797,0.149,0.129,-0.026889998,1.11,ok,
CRIZAC.NS,CRIZAC LIMITED,Consumer Defensive,Education & Training Services,32893208576.0,187.98,15.026379,5.6266274,,0.31,0.029,-0.04,0.21324,8.64,ok,
CSBBANK.NS,CSB BANK LIMITED,Financial Services,Banks - Regional,53715922944.0,316.95,8.271138,1.1234223,,,0.265,0.169,0.241,,ok,
CROWN.NS,CROWN LIFTERS LIMITED,Industrials,Rental & Leasing Services,1254882048.0,111.81,16.1342,1.6586559,,74.87,0.045,0.293,0.21088,,ok,
CSLFINANCE.NS,CSL FINANCE LIMITED,Financial Services,Credit Services,4874612224.0,216.77,5.7805333,0.7947484,0.14805001,137.666,0.023,0.221,0.33503,1.41,ok,
CTE.NS,CAMBRIDGE TECH ENTER LTD,Technology,Information Technology Services,724984064.0,37.66,156.91667,0.9182678,0.00643,100.611,,-0.211,0.00263,,ok,
CSM.NS,CSM TECHNOLOGIES LIMITED,Technology,Information Technology Services,5269746688.0,102.12,37.406593,3.8490822,0.26656,69.943,0.782,0.013,0.10438,,ok,
CUB.NS,CITY UNION BANK LTD,Financial Services,Banks - Regional,210046894080.0,212.0,14.982332,1.988053,,,0.251,0.233,0.37791002,0.96,ok,
CUBEXTUB.NS,CUBEX TUBINGS LTD,Basic Materials,Copper,1146520320.0,80.07,15.368522,1.3762461,0.093660004,52.119,-0.405,0.061,0.025880001,,ok,
CUMMINSIND.NS,CUMMINS INDIA LTD,Industrials,Specialty Industrial Machinery,1504087244800.0,5426.0,63.978306,17.746988,,0.431,0.009,0.179,0.18694,1.22,ok,
CUPID.NS,CUPID LIMITED,Consumer Defensive,Household & Personal Products,352475938816.0,262.13,331.81012,78.084595,0.27297002,12.506,2.139,1.124,0.2894,,ok,
CURAA.NS,CURA TECHNOLOGIES LIMITED,Technology,Software - Application,721907968.0,72.92,,11.310687,,95.089,,-0.658,-2.3615801,,ok,
CYBERMEDIA.NS,CYBER MEDIA (INDIA) LTD.,Communication Services,Publishing,333483808.0,16.01,6.455645,-3.414374,,216.303,0.46,0.95,0.03453,,ok,
CYBERTECH.NS,CYBERTECH SYSTEMS & SOFTW,Technology,Information Technology Services,4185989120.0,138.24,13.579568,2.0273066,,3.889,0.16,0.176,0.12827,2.91,ok,
CYIENT.NS,CYIENT LIMITED,Industrials,Conglomerates,89257566208.0,857.5,25.460213,1.667263,,7.528,-0.323,0.213,0.04955,3.74,ok,
CYIENTDLM.NS,CYIENT DLM LIMITED,Industrials,Aerospace & Defense,54408261632.0,685.55,66.36495,5.3757243,,17.021,1.182,0.343,0.060510002,,ok,
DABUR.NS,DABUR INDIA LTD,Consumer Defensive,Household & Personal Products,727320494080.0,410.0,37.205082,6.36814,,10.907,0.15,0.106,0.14551,2.01,ok,
DALBHARAT.NS,DALMIA BHARAT LIMITED,Basic Materials,Building Materials,343055597568.0,1827.4,36.59191,1.906435,,40.987,-0.522,0.07,0.062030002,0.55,ok,
DAICHI.NS,DAI-ICHI KARKARIA LTD.,,,,323.8,,1.306778,-0.00397,7.041,-0.985,-0.412,-0.00457,,ok,
DAMODARIND.NS,DAMODAR INDUSTRIES LTD,Consumer Cyclical,Textile Manufacturing,663817024.0,28.49,12.333334,0.44890177,0.03682,113.3,-0.8,0.309,0.01249,,ok,
DAMCAPITAL.NS,DAM CAPITAL ADVISORS LTD,Financial Services,Capital Markets,10745686016.0,152.02,14.787938,2.862577,0.24398,25.432,-0.971,-0.245,0.31858,0.68,ok,
DALMIASUG.NS,DALMIA BHARAT SUG IN LTD,Consumer Defensive,Confectioners,32731854848.0,404.4,13.882595,1.0187398,0.07285,55.74,-0.494,-0.027,0.06542,1.52,ok,
DANGEE.NS,DANGEE DUMS LIMITED,Consumer Cyclical,Restaurants,454226272.0,2.95,,3.101998,-0.092259996,157.724,,0.083,-0.048189998,,ok,
DATAMATICS.NS,DATAMATICS GLOBAL SER LTD,Technology,Information Technology Services,51135893504.0,865.15,26.33638,3.3119466,,14.384,0.435,0.138,0.10599,0.59,ok,
DATAPATTNS.NS,DATA PATTERNS INDIA LTD,Industrials,Aerospace & Defense,245248983040.0,4380.7,91.49332,14.127508,,0.304,-0.135,0.168,0.28459,0.23,ok,
DAVANGERE.NS,DAVANGERE SUGAR COMPANY L,Consumer Defensive,Confectioners,4447271424.0,3.11,62.199997,1.201236,0.01991,60.22,10.098,0.473,0.03563,,ok,
DBCORP.NS,D.B.CORP LTD,Communication Services,Publishing,37506568192.0,210.41,10.659068,1.5437723,,10.796,0.246,0.079,0.14663,3.32,ok,
DBEIL.NS,DEEPAK BUILDERS & ENG I L,Industrials,Engineering & Construction,3381770496.0,7.26,8.541177,0.760528,0.09224,39.766,0.296,0.053,0.07154,1.38,ok,
DBL.NS,DILIP BUILDCON LIMITED,Industrials,Engineering & Construction,72929607680.0,448.95,5.214892,0.86082596,0.22893,115.513,-0.637,-0.257,0.14497,0.22,ok,
DBREALTY.NS,VALOR ESTATE LIMITED,Real Estate,Real Estate - Development,63635165184.0,117.32,234.64,1.2600826,0.00598,18.413,,-0.866,0.01599,,ok,
DBOL.NS,DHAMPUR BIO ORGANICS LTD,Consumer Defensive,Farm Products,7480162816.0,113.7,29.764399,0.7352418,,103.294,,-0.023,0.03906,1.35,ok,
DBSTOCKBRO.NS,DB (INT) STOCK BROKERS,Financial Services,Capital Markets,1133649920.0,32.39,36.393257,1.4756937,,3.583,-0.138,-0.287,0.14595,,ok,
DCAL.NS,DISHMAN CARBO AMCIS LTD,Healthcare,Biotechnology,30265405440.0,193.04,31.185781,0.45218596,0.015579999,46.07,-0.495,0.189,0.033239998,,ok,
DCBBANK.NS,DCB BANK LIMITED,Financial Services,Banks - Regional,62038556672.0,192.62,7.6497216,0.94881094,,,0.356,0.174,0.25283,0.74,ok,
DCM.NS,DCM LIMITED,Industrials,Metal Fabrication,1540727424.0,82.49,53.219357,3.2970943,0.06454,2.23,,0.135,0.040260002,,ok,
DCI.NS,DC INFOTECH AND COMUN LTD,Technology,Electronics & Computer Distribution,5806419968.0,354.05,26.264837,5.284486,0.23565,80.889,0.524,0.386,0.02878,,ok,
DCMFINSERV.NS,DCM FINANCIAL SERVICES LT,Financial Services,Credit Services,117041536.0,5.29,,-0.21774027,,,,,0.0,,ok,
DCMNVL.NS,DCM NOUVELLE LIMITED,Consumer Cyclical,Textile Manufacturing,2930912256.0,156.92,81.3057,0.89171755,0.00493,98.359,-0.199,-0.065,0.0035100002,,ok,
DCMSHRIRAM.NS,DCM SHRIRAM LIMITED,Industrials,Conglomerates,157456367616.0,1016.8,11.062996,2.107471,,37.802,5.11,0.093,0.103520006,1.44,ok,
DCMSIL.NS,DCM SHRIRAM INTERNATNL L,Industrials,Industrial Distribution,7214261760.0,82.93,,1.9326497,-0.03619,19.869,,-0.032,-0.03053,0.47,ok,
DCMSRIND.NS,DCM SHRIRAM IND LTD,Consumer Defensive,Confectioners,3746753280.0,43.07,16.376425,1.0271147,0.11901,116.59,-0.329,-0.424,0.03587,0.94,ok,
DCW.NS,DCW LTD,Basic Materials,Chemicals,13680434176.0,46.35,28.435581,1.2781975,0.04571,26.985,0.589,0.132,0.02247,0.43,ok,
DCXINDIA.NS,DCX SYSTEMS LIMITED,Industrials,Aerospace & Defense,19875792896.0,178.44,,1.1872256,-0.0053399997,0.193,,-0.623,-0.010369999,,ok,
DDEVPLSTIK.NS,DDEV PLASTIKS IND LTD,Basic Materials,Specialty Chemicals,29821976576.0,288.2,14.771913,2.9422274,0.21841,5.608,0.054,0.036,0.06846,0.56,ok,
DECCANCE.NS,DECCAN CEMENTS LIMITED,Basic Materials,Building Materials,8115244544.0,579.35,28.413437,1.0808184,0.0388,100.269,-0.405,0.799,0.04496,0.1,ok,
DECNGOLD.NS,DECCAN GOLD MINES LTD.,,,,216.22,,7.5021687,-0.17496,10.288,-0.472,7.441,0.0,,ok,
DEEDEV.NS,DEE DEVELOPMENT ENG LTD,Industrials,Metal Fabrication,47378276352.0,629.7,56.52603,4.95199,,86.608,0.223,0.316,0.06622,,ok,
DEEPAKFERT.NS,DEEPAK FERTILIZERS & PETR,Basic Materials,Chemicals,194324611072.0,1537.8,19.728033,2.83672,,75.969,1.015,0.225,0.08131,0.64,ok,
DEEPAKNTR.NS,DEEPAK NITRITE LTD,Basic Materials,Chemicals,245030092800.0,1796.5,44.589226,4.197999,0.09751,27.903,0.086,-0.027,0.0698,0.44,ok,
DEEPINDS.NS,DEEP INDUSTRIES LIMITED,Energy,Oil & Gas E&P,40889602048.0,638.9,19.786312,2.0485904,,9.61,0.451,0.398,0.21283,0.4,ok,
DELHIVERY.NS,DELHIVERY LIMITED,Industrials,Integrated Freight & Logistics,354527543296.0,473.3,237.83919,3.646688,0.01596,15.098,-0.002,0.3,0.014529999,,ok,
DELTACORP.NS,DELTA CORP LIMITED,Consumer Cyclical,Resorts & Casinos,16957944832.0,63.33,19.852665,0.75847036,0.0347,2.175,-0.9,-0.117,0.12389,1.97,ok,
DELPHIFX.NS,DELPHI WORLD MONEY LTD,Financial Services,Capital Markets,1660462848.0,6.77,42.3125,0.56275976,0.01635,134.635,,-0.077,0.0030500002,,ok,
DELTAMAGNT.NS,DELTA MANUFACTURING LTD,Consumer Cyclical,Textile Manufacturing,635767104.0,58.59,,27.50704,-0.12564999,1732.804,,0.172,-0.20056,,ok,
DEN.NS,DEN NETWORKS LTD,Communication Services,Entertainment,13025245184.0,27.32,8.784566,0.34219295,,0.524,-0.323,0.006,0.15194,,ok,
DENORA.NS,DE NORA INDIA LIMITED,Industrials,Electrical Equipment & Parts,4713005056.0,887.8,38.566463,3.6465049,,,0.967,-0.16,0.106120005,0.46,ok,
DENTA.NS,DENTA WATER N INFRA SOL L,Industrials,Engineering & Construction,8913795072.0,333.85,14.642545,1.9431801,0.14036,2.636,-0.336,0.003,0.24323,0.75,ok,
DEVIT.NS,DEV INFO TECHNOLOGY LTD,Technology,Information Technology Services,1516747520.0,26.91,2.0309434,1.4064705,0.84907997,28.008,6.419,0.045,0.39988998,0.74,ok,
DEVX.NS,DEV ACCELERATOR LIMITED,Real Estate,Real Estate Services,3217486336.0,34.0,30.63063,1.9860973,0.07354,199.506,10.899,0.191,0.03897,,ok,
DEVYANI.NS,DEVYANI INTERNATIONAL LTD,Consumer Cyclical,Restaurants,166113968128.0,134.73,,10.77409,,203.327,2.972,0.165,-0.0047400002,,ok,
DHAMPURSUG.NS,DHAMPUR SUGAR MILLS LTD.,Consumer Defensive,Confectioners,9703208960.0,150.89,13.830431,0.8103826,0.055560004,75.024,-0.069,-0.208,0.03309,2.68,ok,
DHANBANK.NS,DHANLAXMI BANK LIMITED,Financial Services,Banks - Regional,12946121728.0,32.8,11.232876,0.85704577,0.07915,,1.045,0.25,0.14882,,ok,
DGCONTENT.NS,DIGICONTENT LIMITED,Communication Services,Internet Content & Information,1498138880.0,25.82,198.61539,4.1949635,0.025209999,265.556,-0.855,0.033,0.00166,,ok,
DHANUKA.NS,DHANUKA AGRITECH LTD,Basic Materials,Agricultural Inputs,45496635392.0,1020.6,16.822153,2.7353275,,1.822,-0.346,-0.126,0.13721,0.19,ok,
DHARAN.NS,DHARAN INFRA-EPC LIMITED,Real Estate,Real Estate - Development,784313792.0,0.15,7.5000005,0.082872935,-0.03818,7.227,,-0.557,0.0,,ok,
DHARMAJ.NS,DHARMAJ CROP GUARD LTD,Basic Materials,Agricultural Inputs,8974871552.0,265.55,16.412237,2.0056038,0.12958,29.375,,0.114,0.04802,,ok,
DHRUV.NS,DHRUV CONSULTANCY SER LTD,Industrials,Engineering & Construction,457663264.0,24.13,,0.6806194,-0.32422,38.855,,-0.698,-0.66391,1.41,ok,
DHUNINV.NS,DHUNSERI INVESTMENTS LTD,Financial Services,Capital Markets,5661229568.0,928.5,31.231081,0.20642814,0.01348,27.145,,1.221,0.043909997,0.33,ok,
DIACABS.NS,DIAMOND POWER INFRA LTD,Industrials,Specialty Industrial Machinery,191843811328.0,364.05,121.35,-31.750393,,,6.909,1.085,0.08281,,ok,
DIAMINESQ.NS,DIAMINES & CHEMICALS LTD,Basic Materials,Chemicals,2621824256.0,260.79,,1.666656,,5.197,,0.215,-0.25677,0.37,ok,
DIAMONDYD.NS,PRATAAP SNACKS LIMITED,Consumer Defensive,Packaged Foods,29339213824.0,1227.4,300.83334,4.155691,0.01398,6.454,,0.049,0.00563,0.04,ok,
DIFFNKG.NS,DIFFUSION ENGINEERS LTD,Industrials,Specialty Industrial Machinery,16372680704.0,441.0,31.05634,4.0567765,0.13011,7.057,0.227,0.382,0.12376001,0.34,ok,
DICIND.NS,DIC INDIA LIMITED,Basic Materials,Specialty Chemicals,4766183936.0,519.25,25.024096,1.1119106,,0.954,0.638,0.146,0.02053,0.57,ok,
DIGIDRIVE.NS,DIGIDRIVE DISTRIBUTORS L,Consumer Cyclical,Internet Retail,678978112.0,17.65,12.607142,0.25331897,0.01969,0.32,,-0.073,0.11658,,ok,
DIGISPICE.NS,DIGISPICE TECHNOLOGIES LT,Financial Services,Financial Conglomerates,3660987136.0,17.55,18.870966,1.7518467,,35.372,-0.054,-0.08,0.04142,,ok,
DIGITIDE.NS,DIGITIDE SOLUTIONS LTD,Industrials,Specialty Business Services,15453843456.0,103.64,,1.8470203,,57.944,,0.053,-0.0076800003,,ok,
DIGJAMLMTD.NS,DIGJAM LTD,Consumer Cyclical,Textile Manufacturing,956200000.0,47.81,41.21552,21.881008,0.47396,1361.379,,0.327,-0.02999,,ok,
DISAQ.NS,DISA INDIA LTD.,,,,11880.0,,5.661648,0.18755,,0.036,-0.162,0.12614,,ok,
DISHTV.NS,DISH TV INDIA LTD.,Communication Services,Entertainment,5321230336.0,2.89,,-0.13752736,,,,-0.293,-0.69444,,ok,
DIVGIITTS.NS,DIVGI TORQTRANSFER SYST L,Consumer Cyclical,Auto Parts,32027971584.0,1047.25,69.21679,5.042128,0.07616,0.279,1.892,0.849,0.13298,0.26,ok,
DIVISLAB.NS,DIVI S LABORATORIES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2196752433152.0,8275.0,86.188934,13.106336,,0.042,0.655,0.278,0.26046,0.36,ok,
DIXON.NS,DIXON TECHNO (INDIA) LTD,Technology,Consumer Electronics,863386861568.0,14200.0,41.666668,15.817762,,18.457,1.949,0.211,0.03639,0.06,ok,
DJML.NS,DJ MEDIAPRINT & LOG LTD,Industrials,Specialty Business Services,4055693312.0,112.88,35.60883,4.2975707,0.13528,42.847,1.107,0.906,0.07908,0.14,ok,
DLF.NS,DLF LIMITED,Real Estate,Real Estate - Development,1589150089216.0,642.0,35.70634,3.4946766,0.10102,0.673,0.041,-0.529,0.65791,1.25,ok,
DLINKINDIA.NS,D-LINK INDIA LTD,Technology,Communication Equipment,15797882880.0,444.95,15.300895,3.1240566,,2.928,0.133,0.305,0.06415,9.25,ok,
DMART.NS,AVENUE SUPERMARTS LIMITED,Consumer Defensive,Discount Stores,2543759130624.0,3900.0,83.368965,10.37383,,9.913,0.113,0.149,0.042919997,,ok,
DNAMEDIA.NS,DILIGENT MEDIA CORP LTD.,Communication Services,Publishing,323697056.0,2.75,,-0.1285888,,,,-0.718,-1.3636,,ok,
DODLA.NS,DODLA DAIRY LIMITED,Consumer Defensive,Food Distribution,62837444608.0,1041.6,25.674143,3.7535539,,3.405,-0.354,0.19,0.05671,0.48,ok,
DMCC.NS,DMCC SPECIALITY CHEMICALS,Basic Materials,Chemicals,6924572160.0,277.65,25.356165,2.789275,0.114879996,28.623,0.098,-0.467,0.04699,0.9,ok,
DOLATALGO.NS,DOLAT ALGOTECH LIMITED,Financial Services,Capital Markets,12497760256.0,71.01,9.70082,1.1074548,0.12114,25.082,0.178,-0.034,0.35776,0.15,ok,
